OBJECTID,lang,Titel,lat,lon,type_,pop,Height,Country,Subregion,Scale,dim,psize,style,t,image_,imagejpg,name,page_id,T_wikidata,Titel_aa,Titel_ab,Titel_ace,Titel_af,Titel_ak,Titel_als,Titel_am,Titel_an,Titel_ang,Titel_ar,Titel_arc,Titel_arz,Titel_ast,Titel_av,Titel_ay,Titel_az,Titel_ba,Titel_bar,Titel_bat_smg,Titel_bcl,Titel_be,Titel_be_x_old,Titel_bg,Titel_bh,Titel_bi,Titel_bm,Titel_bn,Titel_bo,Titel_bpy,Titel_br,Titel_bs,Titel_bug,Titel_bxr,Titel_ca,Titel_cbk_zam,Titel_cdo,Titel_ce,Titel_ceb,Titel_ch,Titel_cho,Titel_chr,Titel_chy,Titel_ckb,Titel_co,Titel_cr,Titel_crh,Titel_cs,Titel_csb,Titel_cu,Titel_cv,Titel_cy,Titel_da,Titel_de,Titel_diq,Titel_dsb,Titel_dv,Titel_dz,Titel_ee,Titel_el,Titel_eml,Titel_en,Titel_en_simple,Titel_eo,Titel_es,Titel_et,Titel_eu,Titel_ext,Titel_fa,Titel_ff,Titel_fi,Titel_fiu_vro,Titel_fj,Titel_fo,Titel_fr,Titel_frp,Titel_fur,Titel_fy,Titel_ga,Titel_gan,Titel_gd,Titel_gl,Titel_glk,Titel_gn,Titel_got,Titel_gu,Titel_gv,Titel_ha,Titel_hak,Titel_haw,Titel_he,Titel_hi,Titel_hif,Titel_ho,Titel_hr,Titel_hsb,Titel_ht,Titel_hu,Titel_hy,Titel_hz,Titel_ia,Titel_id,Titel_ie,Titel_ig,Titel_ii,Titel_ik,Titel_ilo,Titel_io,Titel_is,Titel_it,Titel_iu,Titel_ja,Titel_jbo,Titel_jv,Titel_ka,Titel_kaa,Titel_kab,Titel_kg,Titel_ki,Titel_kj,Titel_kk,Titel_kl,Titel_km,Titel_kn,Titel_ko,Titel_kr,Titel_ks,Titel_ksh,Titel_ku,Titel_kv,Titel_kw,Titel_ky,Titel_la,Titel_lad,Titel_lb,Titel_lbe,Titel_lg,Titel_li,Titel_lij,Titel_lmo,Titel_ln,Titel_lo,Titel_lt,Titel_lv,Titel_map_bms,Titel_mdf,Titel_mg,Titel_mh,Titel_mhr,Titel_mi,Titel_mk,Titel_ml,Titel_mn,Titel_mo,Titel_mr,Titel_ms,Titel_mt,Titel_mus,Titel_mwl,Titel_my,Titel_myv,Titel_mzn,Titel_na,Titel_nah,Titel_nap,Titel_nds,Titel_nds_nl,Titel_ne,Titel_new,Titel_ng,Titel_nl,Titel_nn,Titel_no,Titel_nostalgia,Titel_nov,Titel_nrm,Titel_nv,Titel_ny,Titel_oc,Titel_om,Titel_or,Titel_os,Titel_pa,Titel_pag,Titel_pam,Titel_pap,Titel_pcd,Titel_pdc,Titel_pi,Titel_pih,Titel_pl,Titel_pms,Titel_pnb,Titel_pnt,Titel_ps,Titel_pt,Titel_qu,Titel_rm,Titel_rmy,Titel_rn,Titel_ro,Titel_roa_rup,Titel_roa_tara,Titel_ru,Titel_rw,Titel_sa,Titel_sah,Titel_sc,Titel_scn,Titel_sco,Titel_sd,Titel_se,Titel_sg,Titel_sh,Titel_si,Titel_simple,Titel_sk,Titel_sl,Titel_sm,Titel_sn,Titel_so,Titel_sq,Titel_sr,Titel_srn,Titel_ss,Titel_st,Titel_stq,Titel_su,Titel_sv,Titel_sw,Titel_szl,Titel_ta,Titel_te,Titel_tet,Titel_tg,Titel_th,Titel_ti,Titel_tk,Titel_tl,Titel_tlh,Titel_tn,Titel_to,Titel_tokipona,Titel_tpi,Titel_tr,Titel_ts,Titel_tt,Titel_tum,Titel_tw,Titel_ty,Titel_udm,Titel_ug,Titel_uk,Titel_ur,Titel_uz,Titel_ve,Titel_vec,Titel_vi,Titel_vls,Titel_vo,Titel_wa,Titel_war,Titel_wo,Titel_wuu,Titel_xal,Titel_xh,Titel_yi,Titel_yo,Titel_za,Titel_zea,Titel_zh,Titel_zh_classical,Titel_zh_min_nan,Titel_zh_yue,Titel_zu,POINT_X,POINT_Y,article
"3,694",pl,Babahoyo,-1.800000000000000,-79.540000000000006,city,,,EC,,,,"1,270.0000000",city,,Bandera_de_Babahoyo.png,Muelle_municipal_2.JPG,,638319,Q797568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Babahoyo,,,,,,,,,,,,,,,,,,,Babahoyo,,,,,,,,Babahoyo,,,Babahoyo,,,,,,Babahoyo,,,,Babahoyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Babahoyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Babahojas,,,,,,,,,,,,,,,,,,,,,,,,,,,,Babahoyo,,,,,,,,,,,,,,,,,,,,Babahoyo,,باباہویو,,,Babahoyo,Babahoyo,,,,Babahoyo,,,,,,,,,,,,,,,,Babahoyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Babahoyo,,Babahoyo,,,,,,,,,巴巴奧約,,,,,-79.539999999999964,-1.799999999999955,http://pl.wikipedia.org/w/index.php?curid=638319
"3,695",pl,Macas,-2.366666670000000,-78.133333329999999,city,,,EC,,,,966.0000000,city,,Ecuador_location_map.svg,,,638333,Q1014554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Macas,,,,,,,,Macas (city),,,Macas (Ecuador),,,,,,,,,,Macas (Équateur),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Macas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Makasas,,,,,,,,,,,,,,,,,,,,,,,,,,,,Macas,,,,,,,,,,,,,,,,,,,,Macas,,,,,Macas (Equador),Makas,,,,Macas,,,,,,,,,,,,,,,,Macas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Macas,,,,,,,,,馬卡斯,,,,,-78.133333329999971,-2.366666669999972,http://pl.wikipedia.org/w/index.php?curid=638333
"3,696",pl,Puyo,-1.066666670000000,-78.001111109999997,city,,,EC,,,,"1,043.0000000",city,,Ecuador_location_map.svg,,,638347,Q676931,,,,,,,,,,,,,,,,,,,,,Горад Пуё,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Puyo,,,,,,,,"Puyo, Pastaza",,,Puyo,,,,,,,,,,Puyo (Équateur),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Puyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pujas,,,,,,,,,,,,,,,,,,,,,Puyo,,,,,,,Puyo,Puyo,,,,,,,,,,,,,,,,,,,Puyo,,پویو,,,Puyo,Puyu llaqta,,,,,,,Пуйо,,,,,,,,,,,,,Puyo (mesto),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Puyo,,,,,,,,,普約,,,,,-78.001111109999954,-1.066666669999961,http://pl.wikipedia.org/w/index.php?curid=638347
"3,697",pl,Zamora (miasto w Ekwadorze),-4.069166670000000,-78.956666670000004,city,,,EC,,,,"1,168.0000000",city,,Bandera_de_Zamora_(Ecuador).svg,,,638340,Q2283736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zamora (Ecuador),,,,,,,,"Zamora, Ecuador",,,Zamora (Ecuador),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zamora (Ecuador),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Samora (Ekvadoras),,,,,,,,,,,,,,,,,,,,,,,,,,,,Zamora (Ecuador),,,,,,,,,,,,,,,,,,,,Zamora (miasto w Ekwadorze),,زامورا,,,,Zamora llaqta,,,,,,,,,,,,,,,,,,,,Zamora (mesto v Ekvádore),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Zamora, Zamora-Chinchipe",,,,,,,,,薩莫拉 (厄瓜多爾),,,,,-78.956666669999947,-4.069166669999959,http://pl.wikipedia.org/w/index.php?curid=638340
"3,698",pl,Guaranda,-1.577777780000000,-79.001666670000006,city,,,,,,,966.0000000,city,,Ecuador_location_map.svg,,,638287,Q264464,,,,,,,,,,,,,,,,,,,,,Горад Гуаранда,,,,,,,,,,,,,Guaranda,,,,,,,,,,,,,,,,,,Guaranda,Guaranda,,,,,,,,Guaranda,,,Guaranda,,,,,,Guaranda,,,,Guaranda,,,,,,,,,,,,,,,,,,,,,,,Guaranda,,,,,,,,,,,,Guaranda (Ecuador),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guaranda,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guaranda (Ecuador),,,,,,,,,,,,,,,,,,,,Guaranda,,گواراندا,,,,Waranta,,,,Guaranda,,,Гуаранда,,,,,,,,,,,,,Guaranda,,,,,,,,,,,,Guaranda,,,,,,,,,,,,,,,,,,,,,,,,Ґуаранда,,,,,,,,,Guaranda,,,,,,,,,瓜蘭達,,,,,-79.001666669999963,-1.577777779999963,http://pl.wikipedia.org/w/index.php?curid=638287
"3,699",pl,Tulcán,0.811666670000000,-77.718611109999998,city,,,,,,,"2,093.0000000",city,,Ecuador_location_map.svg,Escudo_Tulcan.JPG,,638300,Q752113,,,,,,,,,,,,,,,,,,,,,Горад Тулькан,,,,,,,,,,,,,Tulcán,,,,,,,,,,,,,,,,,,,Tulcán,,,,,,,,Tulcán,,Tulcán,Tulcán,,,,تولکان (اکوادور),,Tulcán,,,,Tulcán,,,,,,,,,,,,,,,,,,,,,,,Tulcán,,,,,,,,,,,,Tulcán,,トゥルカン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tulkanas,,,,,,,,,,,,,,,,,,,,,Tulcán,,,,,,,Tulcán,,,,,,,,,,,,,,,,,,,,Tulcán,,تولکان,,,,Tulkan,,,,Tulcán,,,Тулькан,,,,,,,,,,,,,Tulcán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Тулькан,,,,,,,Tulcán,,Tulcán,,,,,,,,,圖爾坎,,,,,-77.718611109999983,0.811666670000022,http://pl.wikipedia.org/w/index.php?curid=638300
"3,700",pl,Talara,-4.583333330000000,-81.283333330000005,city,,,PE,,,,"1,324.0000000",city,,Flag_of_Peru.svg,,,670048,Q723584,,,,,,,,,,,,,,,Talara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Talara,,,,,,,,Talara,,,Talara,,,,,,Talara,,,,Talara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,タララ,,,ტალარა,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Талара,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Talara,,,,,,Talara,,,,Talara,,,Талара,,,,,,,,,,,,,,,,,,,,,,,,,Talara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Talara,,Talara,,,,,,,,,塔拉拉,,,,,-81.283333329999948,-4.583333329999960,http://pl.wikipedia.org/w/index.php?curid=670048
"3,701",pl,Florencia,1.613888890000000,-75.612777780000002,city,,,CO,,,,"1,025.0000000",city,,Colombia_location_map.svg,,,529071,Q849859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Florencia,,,,,,Florencia,,,,,,,,"Florencia, Caquetá",,,Florencia (Caquetá),,,,,,Florencia,,,,Florencia,,,,,,Florencia (baile),,,,,,,,,,,,,,,,,,,,,,,,,,,,,Florencia (Caquetá),,,,,,,,,,,,,,,플로렌시아 (카케타 주),,,,,,,,,,,,,,,,,,Florensija,,,,,,,,,,,,,"Florencia, Caquetá",,,,,,,,,,,,,,,Florencia (Caquetá),,Florencia,,,,,,,,,,,,,,,,,,Florencia,,فلورنسیا,,,Florencia (Caquetá),Florencia (Caquetá),,,,,,,Флоренсия (Какета),,,,,,,,,,,,,,,,,,,,,,,,,Florencia,,,,,,,,,,"Florencia, Caquetá",,,,,,,,,,,,,,,,,,,"Florencia, Caquetá",,,,"Florencia, Caquetá",,,,,,"Florencia, Caquetá",,,弗洛倫西亞,,,,,-75.612777779999988,1.613888890000055,http://pl.wikipedia.org/w/index.php?curid=529071
"3,702",pl,Cuenca (miasto w Ekwadorze),-2.899166670000000,-79.015277780000005,city,,,EC,,,,"2,167.0000000",city,,Bandera_Província_Azuay.svg,"Catedral_de_la_Inmaculada_Consepción_en_el_Parque_Calderon_en_Cuenca,_Ecuador.jpg",,529581,Q54886,,,,,,,,,,,,,,,,,,,,,"Горад Куэнка, Эквадор",Куэнка (Эквадор),,,,,,,,,,,,Cuenca (Equador),,,,,,,,,,,,,Cuenca (Ekvádor),,,,,Cuenca (Ecuador),Cuenca (Ecuador),,,,,,,,"Cuenca, Ecuador",,Cuenca (Ekvadoro),Cuenca (Ecuador),,,,,,Cuenca (Ecuador),,,,Cuenca (Équateur),,,,,,,"Cuenca, Ecuador",,,,,,,,,קואנקה (אקוודור),,,,Cuenca (Ekvador),,,Cuenca (Ecuador),Կուենկա (Էկվադոր),,,,,,,,,,,Cuenca (Ecuador),,クエンカ (エクアドル),,,კუენკა (ეკვადორი),,,,,,,,,,쿠엥카 (에콰도르),,,,,,,,,,,,,,,,,,Kuenka (Ekvadoras),,,,,,,"Cuenca, Ekuatoa",,,,,,,,,,,,,Cuenca,"Cuenca, Ecuador",,,,,,,Cuenca (Ecuador),Cuenca,Cuenca (Ecuador),,,,,,,,,Куэнкæ (Эквадор),,,,,,,,,Cuenca (miasto w Ekwadorze),,کوئنکا,,,Cuenca (Azuay),Tumipampa,,,,"Cuenca, Ecuador",,,Куэнка (Эквадор),,,,,,"Cuenca, Ecuador",,,,Cuenca (Ekvador),,"Cuenca, Ecuador",Cuenca (Ekvádor),Cuenca,,,,,,,,,,,Cuenca,,,,,,,เกวงกา (ประเทศเอกวาดอร์),,,,,,,,,,,,,,,,,Куенка (Еквадор),,,,,Cuenca (Ecuador),,Cuenca,,"Cuenca, Azuay",,,,,,,,,昆卡 (厄瓜多尔),,,,,-79.015277779999963,-2.899166669999943,http://pl.wikipedia.org/w/index.php?curid=529581
"3,703",pl,Manta (Ekwador),-0.950000000000000,-80.716111110000000,city,,,EC,,,,"1,570.0000000",city,,Bandera_Província_Manabí.svg,,,529904,Q990738,,,,,,,,,,,,,,,,,,,,,Горад Манта,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manta (Ecuador),,,,,,,,"Manta, Ecuador",,Manta (Ekvadoro),Manta (Ecuador),,,,,,Manta (Ecuador),,,,Manta (Équateur),,,,,,,,,,,,,,,,,,,,,,,,Մանտա,,,,,,,,,,,Manta (Ecuador),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manta,,,,Manta,,,,,,,,,,,,,,,,,,,,,,,,,Manta,Manta (by),,,,,,,,,,,,,,,,,,Manta (Ekwador),,,,,Manta (Equador),Manta,,,,"Manta, Ecuador",,,Манта (город),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manta (Lekvadorän),,Manta,,,,,,,,,曼塔,,,,,-80.716111109999986,-0.949999999999932,http://pl.wikipedia.org/w/index.php?curid=529904
"3,704",pl,Milagro,-2.127222220000000,-79.599166670000002,city,,,EC,,,,"1,357.0000000",city,,Disambig.svg,Milagro_CityChurch.JPG,,539500,Q773238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milagro (Equador),,,,,,,,,,,,,,,,,,,,,,,,,,,"Milagro, Ecuador",,San Francisco de Milagro,Milagro (Ecuador),,Milagro (Ekuador),,,,,,,,San Francisco de Milagro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milagro (Ecuador),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milagras (Ekvadoras),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milagro,,,,,,Milagro,,,,"Milagro, Ecuador",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milagro,,,,,,,,,,,米拉格羅 (厄瓜多爾),,,,,-79.599166669999988,-2.127222219999965,http://pl.wikipedia.org/w/index.php?curid=539500
"3,705",pl,Esmeraldas (miasto),0.950000000000000,-79.666666669999998,city,,,,,,,"1,140.0000000",city,,Bandera_Província_Esmeraldas.svg,Norte_de_Esmeraldas.JPG,,529480,Q149955,,,,,,,,,,,,,,,,,,,,,Горад Эсмеральдас,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Esmeraldas (Ecuador),,,,,,Εσμεράλδας,,"Esmeraldas, Ecuador",,Esmeraldas (Ekvadoro),Esmeraldas (Ecuador),Esmeraldas,,,,,Esmeraldas (Ecuador),,,,Esmeraldas (Équateur),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Esmeraldas (Ecuador),,,,,,,,,,,,,,,에스메랄다스 (에콰도르),,,,,,,,,,,,,,,,,,Esmeraldasas,,,,,,,,,,,,,,,,,,,,,,,,,,,,Esmeraldas (stad),Esmeraldas,Esmeraldas (Ecuador),,,,,,,,,,,,,,,,,,Esmeraldas (miasto),,ایسمیرالداس,,,Esmeraldas (cidade),Esmeraldas,,,,"Esmeraldas, Ecuador",,,Эсмеральдас,,,,,,,,,,,,,Esmeraldas (mesto v Ekvádore),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Esmeraldas, Esmeraldas",,,,,,,,,埃斯梅拉達斯 (厄瓜多爾),,,,,-79.666666669999984,0.950000000000045,http://pl.wikipedia.org/w/index.php?curid=529480
"3,706",pl,Santo Domingo (miasto w Ekwadorze),-0.250000000000000,-79.150000000000006,city,,,,,,,"1,441.0000000",city,,Bandera_de_Sto._Domingo_de_los_Colorados.png,,,534277,Q1015654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santo Domingo de los Colorados,,,,,,,,Santo Domingo (Ecuador),,Santo Domingo (Ekvadoro),Santo Domingo (Ecuador),,,,,,,,,,Santo Domingo (Équateur),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santo Domingo de los Colorados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santo Domingo de Los Koloradosas,,,,,,,"Santo Domingo, Ekuatoa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santo Domingo (miasto w Ekwadorze),,سانتو دومنگو دے لاس کولورادوس,,,Santo Domingo de los Colorados,Santo Domingo Tsachila,,,,Santo Domingo de los Colorados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santo Domingo de los Colorados,,Santo Domingo (Lekvadorän),,Santo Domingo de los Colorados,,,,,,,,,聖多明各 (厄瓜多爾),,,,,-79.149999999999977,-0.249999999999943,http://pl.wikipedia.org/w/index.php?curid=534277
"3,707",pl,Quevedo,-1.033333330000000,-79.450000000000003,city,,,EC,,,,"1,434.0000000",city,,Bandera_de_Quevedo.svg,Downtown_Quevedo.jpg,,534282,Q773225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quevedo (Equador),,,,,,,,,,,,,,,,,,,Quevedo (Ecuador),,,,,,,,"Quevedo, Ecuador",,Quevedo (Ekvadoro),Quevedo (Ecuador),,,,,,,,,,Quevedo (ville),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quevedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kevedas,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quevedo (stad),,,,,,,,,,,,,,,,,,,,Quevedo,,,,,Quevedo (Equador),Quevedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quevedo,,"Quevedo, Ecuador",,,,,,,,,克韋多 (厄瓜多爾),,,,,-79.449999999999989,-1.033333329999948,http://pl.wikipedia.org/w/index.php?curid=534282
"3,708",pl,Loja,-3.983333330000000,-79.200000000000003,city,,,EC,,,,"2,028.0000000",city,,Ecuador_location_map.svg,Escudo_del_municipio_de_Loja_-_Ecuador.jpg,,534283,Q944697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Loja,,,,,,,,,,,,,,,,,,,Loja (Ecuador),,,,,,,,"Loja, Ecuador",,Loja (Loja),Loja (Ecuador),,,,,,Loja,,,,Loja (Équateur),,,,,,,,,,,,,,,,,,,,Loja (grad u Ekvadoru),,,,,,,,,,,,,,,Loja (Ecuador),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Locha,,,,,,,,,,,,,,,,,,,,,,,,,,,,Loja (stad),,,,,,,,,,,,,,,,,,,,Loja,,لوجا,,,Loja (Equador),Loja,,,,"Loja, Ecuador",,,Лоха (Эквадор),,,,,,,,,,,,,Loja (Ekvádor),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Loja (Lekvadorän),,"Loja, Loja",,,,,,,,,洛哈 (厄瓜多爾),,,,,-79.199999999999989,-3.983333329999937,http://pl.wikipedia.org/w/index.php?curid=534283
"3,709",pl,Ibarra,0.362777780000000,-78.129999999999995,city,,,,,,,"2,126.0000000",city,,Ecuador_location_map.svg,Ibarra_air.jpg,,539494,Q946384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ibarra,,,,,,Ibarra,,,,,,,,"Ibarra, Ecuador",,Ibarra (Ekvadoro),Ibarra (Ecuador),,,,,,Ibarra,,,,Ibarra (Équateur),,,,,,,,,,,,,,,,,,,,Ibarra,,,,,,,,,,,,,,,Ibarra (Ecuador),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ibara (Ekvadoras),,,,,,,,,,,,,,,,,,,,,,,,,,,,Ibarra (Ecuador),Ibarra,,,,,,,,,,,,,,,,,,,Ibarra,,ایبارا,,,Ibarra (Equador),Ibarra (Impapura),,,,Ibarra,,,,,,,,,,,,,,,"Ibarra, Ecuador",Ibarra (mesto),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ibarra,,"Ibarra, Imbabura",,,,,,,,,伊瓦拉,,,,,-78.129999999999939,0.362777780000044,http://pl.wikipedia.org/w/index.php?curid=539494
"3,710",pl,Piura,-5.200000000000000,-80.633333329999999,city,,,PE,,,,"1,988.0000000",city,,Disambig.svg,Escudo_Piura.JPG,,557453,Q223966,,,,,,,,,,,,,,,Piwra,,,,,,Горад П'юра,П’юра (горад),Пиура,,,,,,,,,,,Piura (ciutat),,,,,,,,,,,,,,,,,,Piura,Piura (Stadt),,,,,,,,Piura,,Pjuro,Piura,,,,,,Piura,,,,Piura,,,,,,,,,Piura,,,,,,,,,,,,,,,,,,Piura,,,,,,,,Piura,,ピウラ,,,პიურა,,,,,,,,,,,,,,,,,,Piura,,,,,,,,,,Piura,,,,,,,,Пиура,,,,,,,,,,,,,Piura,,,,,,,Piura (stad),,Piura,,,,,,,,,,,,,,,,,,Piura,,,,,Piura,Piwra,,,,Piura,,,Пьюра,,,,,,,,,,,,,,,,,,,,,,,,,Piura,,,,,,,ปิวรา,,,,,,,,,,,,,,,,,Піура,,,,,,,Piura,,Piura,,,,,,,,,皮乌拉,,,,,-80.633333329999971,-5.199999999999932,http://pl.wikipedia.org/w/index.php?curid=557453
"3,711",pl,Nueva Loja,0.084722220000000,-76.882777779999998,city,,,CO,,,,"1,484.0000000",city,,Ecuador_location_map.svg,,,638343,Q683938,,,,,,,,,,,,,,,,,,,,,Горад Нуэва-Лоха,Нуэва-Лоха,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nueva Loja,,,,,,,,Nueva Loja,,,Nueva Loja,,,,,,Nueva Loja,,,,Nueva Loja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nueva Loja,,ヌエバ・ロハ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nueva Locha,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nueva Loja,,,,,,,,,,,,,,,,,,,,Nueva Loja,,نوئوا لوجا,,,Nueva Loja,Musuq Loja,,,,Nueva Loja,,,Нуэва-Лоха,,,,,,,,,,,,,Nueva Loja (Ekvádor),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nueva Loja,,,,,,,,,新洛哈,,,,,-76.882777779999969,0.084722220000060,http://pl.wikipedia.org/w/index.php?curid=638343
"3,712",pl,Azogues,-2.742500000000000,-78.846944440000001,city,,,EC,,,,"1,250.0000000",city,,Azogues_San_Francisco.jpg,Azogues_San_Francisco.jpg,,638297,Q786758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Azogues,,,,,,,,,,,,,,,,,,,Azogues,,,,,,,,Azogues,,,Azogues,,,,,,Azogues,,,,Azogues,,,,,,,,,,,,,,,,,,,,,,,Azogues,,,,,,,,,,,,Azogues,,,,,,,,,,,,,,,,,,,,,,,,,Azogues,,,,,,,,Asogesas,,,,,,,,,,,,,,,,,,,,,,,,,,,,Azogues,,,,,,,,,,,,,,,,,,,,Azogues,,ازوگوئس,,,,Asuwi,,,,Azogues,,,,,,,,,,,,,,,,Azogues,,,,,,,,,,,,Azogues,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Azogues,,,,,,,,,阿索格斯,,,,,-78.846944439999959,-2.742499999999950,http://pl.wikipedia.org/w/index.php?curid=638297
"3,713",pl,Puerto Francisco de Orellana,-0.462500000000000,-76.984166669999993,city,,,CO,,,,"1,071.0000000",city,,Ecuador_location_map.svg,,,638352,Q1014564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Puerto Francisco de Orellana,,,,,,,,Puerto Francisco de Orellana,,,Puerto Francisco de Orellana,,,,,,,,,,Puerto Francisco de Orellana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Puerto Francisco de Orellana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Puerto Fransisko de Oreljana,,,,,,,,,,,,,,,,,,,,,,,,,,,,Puerto Francisco de Orellana,,,,,,,,,,,,,,,,,,,,Puerto Francisco de Orellana,,پورتو فرانسسکو دی اوریلانا,,,,Puerto Francisco de Orellana,,,,,,,,,,,,,,,,,,,,Puerto Francisco de Orellana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,El Coca,,,,,,,,,奧雷亞納省弗朗西斯科港,,,,,-76.984166669999979,-0.462499999999977,http://pl.wikipedia.org/w/index.php?curid=638352
